STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,CEN23_YEAR_001,Census year,CEN23_GEO_013,Area,CEN23_WRD_003,Weekly rent paid by household,CEN23_TIH_001,Total household income,CEN23_HOH_002,Household composition,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,02,Auckland Region,99,Not elsewhere included,99,Total - total household income,4,Other multi-person household,102,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,99,Area Outside Region,02,$200 - $299,99,Total - total household income,6,Household composition unidentifiable,,,c,Confidential
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,16,Tasman Region,03,$300 - $399,99,Total - total household income,5,One-person household,252,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,17,Nelson Region,04,$400 - $499,99,Total - total household income,2,Two-family household (with or without other people),27,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,01,Northland Region,777,Total stated - weekly rent paid by household,99,Total - total household income,5,One-person household,4329,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,06,Hawke's Bay Region,04,$400 - $499,99,Total - total household income,1,One-family household (with or without other people),2097,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,04,Bay of Plenty Region,04,$400 - $499,99,Total - total household income,77,Total stated - household composition,5493,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,07,Taranaki Region,06,$600 - $699,99,Total - total household income,1,One-family household (with or without other people),420,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,03,Waikato Region,03,$300 - $399,99,Total - total household income,3,Three or more family household (with or without other people),9,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,16,Tasman Region,05,$500 - $599,99,Total - total household income,5,One-person household,66,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,16,Tasman Region,01,Under $200,99,Total - total household income,3,Three or more family household (with or without other people),0,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,9999,Total - New Zealand by regional council,07,$700 - $799,99,Total - total household income,3,Three or more family household (with or without other people),168,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,18,Marlborough Region,03,$300 - $399,99,Total - total household income,1,One-family household (with or without other people),549,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,14,Otago Region,04,$400 - $499,99,Total - total household income,4,Other multi-person household,558,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,06,Hawke's Bay Region,06,$600 - $699,99,Total - total household income,2,Two-family household (with or without other people),63,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,12,West Coast Region,03,$300 - $399,99,Total - total household income,2,Two-family household (with or without other people),12,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,15,Southland Region,03,$300 - $399,99,Total - total household income,3,Three or more family household (with or without other people),3,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,18,Marlborough Region,04,$400 - $499,99,Total - total household income,2,Two-family household (with or without other people),33,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,13,Canterbury Region,03,$300 - $399,99,Total - total household income,2,Two-family household (with or without other people),201,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,05,Gisborne Region,777,Total stated - weekly rent paid by household,99,Total - total household income,6,Household composition unidentifiable,501,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,13,Canterbury Region,05,$500 - $599,99,Total - total household income,1,One-family household (with or without other people),7353,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,02,Auckland Region,999,Total - weekly rent paid by household,99,Total - total household income,77,Total stated - household composition,194994,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,12,West Coast Region,05,$500 - $599,99,Total - total household income,6,Household composition unidentifiable,6,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,18,Marlborough Region,04,$400 - $499,99,Total - total household income,77,Total stated - household composition,1182,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,9999,Total - New Zealand by regional council,999,Total - weekly rent paid by household,99,Total - total household income,4,Other multi-person household,56640,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,01,Northland Region,05,$500 - $599,99,Total - total household income,2,Two-family household (with or without other people),105,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,9999,Total - New Zealand by regional council,08,$800 and over,99,Total - total household income,1,One-family household (with or without other people),19254,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,01,Northland Region,999,Total - weekly rent paid by household,99,Total - total household income,2,Two-family household (with or without other people),618,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,09,Wellington Region,08,$800 and over,99,Total - total household income,3,Three or more family household (with or without other people),27,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,15,Southland Region,777,Total stated - weekly rent paid by household,99,Total - total household income,3,Three or more family household (with or without other people),6,,,
DATAFLOW,STATSNZ:CEN23_HOU_022(1.0),"Weekly rent paid by household, total household income, and household composition for households in rented occupied private dwellings, (RC, TALB, SA2, Health), 2013, 2018, and 2023 Censuses",I,2023,2023,12,West Coast Region,05,$500 - $599,99,Total - total household income,99,Total - household composition,57,,,
